k,alpha,min_multiplier,s1_weight,disparity_threshold,similarity_threshold,cluster_size_threshold,accuracy,mae,rmse,flag_rate,n_correct,n_flagged,n_total
10,0.1,0.5,0.5,3.5,0.4,20,80.0,1.011,1.274,12.0,20,3,25
10,0.1,0.5,0.5,3.5,0.5,10,80.0,1.011,1.274,12.0,20,3,25
10,0.1,0.5,0.5,3.5,0.5,15,80.0,1.011,1.274,32.0,20,8,25
10,0.1,0.5,0.5,3.5,0.5,20,80.0,1.011,1.274,36.0,20,9,25
10,0.1,0.5,0.5,3.5,0.6,10,80.0,1.011,1.274,20.0,20,5,25
10,0.1,0.5,0.5,3.5,0.6,15,80.0,1.011,1.274,40.0,20,10,25
10,0.1,0.5,0.5,3.5,0.6,20,80.0,1.011,1.274,44.0,20,11,25
10,0.1,0.5,0.5,3.5,0.7,10,80.0,1.011,1.274,24.0,20,6,25
10,0.1,0.5,0.5,3.5,0.7,15,80.0,1.011,1.274,44.0,20,11,25
10,0.1,0.5,0.5,3.5,0.7,20,80.0,1.011,1.274,48.0,20,12,25
10,0.1,0.5,0.5,4.0,0.4,10,80.0,1.011,1.274,0.0,20,0,25
10,0.1,0.5,0.5,4.0,0.4,15,80.0,1.011,1.274,8.0,20,2,25
10,0.1,0.5,0.5,4.0,0.4,20,80.0,1.011,1.274,12.0,20,3,25
10,0.1,0.5,0.5,4.0,0.5,10,80.0,1.011,1.274,8.0,20,2,25
10,0.1,0.5,0.5,4.0,0.5,15,80.0,1.011,1.274,28.0,20,7,25
10,0.1,0.5,0.5,4.0,0.5,20,80.0,1.011,1.274,32.0,20,8,25
10,0.1,0.5,0.5,4.0,0.6,10,80.0,1.011,1.274,16.0,20,4,25
10,0.1,0.5,0.5,4.0,0.6,15,80.0,1.011,1.274,36.0,20,9,25
10,0.1,0.5,0.5,4.0,0.6,20,80.0,1.011,1.274,40.0,20,10,25
10,0.1,0.5,0.5,4.0,0.7,10,80.0,1.011,1.274,16.0,20,4,25
10,0.1,0.5,0.5,4.0,0.7,15,80.0,1.011,1.274,36.0,20,9,25
10,0.1,0.5,0.5,4.0,0.7,20,80.0,1.011,1.274,40.0,20,10,25
10,0.1,0.5,0.6,2.0,0.4,10,80.0,1.018,1.304,4.0,20,1,25
10,0.1,0.5,0.6,2.0,0.4,15,80.0,1.018,1.304,28.0,20,7,25
10,0.1,0.5,0.6,2.0,0.4,20,80.0,1.018,1.304,32.0,20,8,25
10,0.1,0.5,0.6,2.0,0.5,10,80.0,1.018,1.304,32.0,20,8,25
10,0.1,0.5,0.6,2.0,0.5,15,80.0,1.018,1.304,44.0,20,11,25
10,0.1,0.5,0.6,2.0,0.5,20,80.0,1.018,1.304,48.0,20,12,25
10,0.1,0.5,0.6,2.0,0.6,10,80.0,1.018,1.304,52.0,20,13,25
10,0.1,0.5,0.6,2.0,0.6,15,80.0,1.018,1.304,56.0,20,14,25
10,0.1,0.5,0.6,2.0,0.6,20,80.0,1.018,1.304,60.0,20,15,25
10,0.1,0.5,0.6,2.0,0.7,10,80.0,1.018,1.304,60.0,20,15,25
10,0.1,0.5,0.6,2.0,0.7,15,80.0,1.018,1.304,64.0,20,16,25
10,0.1,0.5,0.6,2.0,0.7,20,80.0,1.018,1.304,68.0,20,17,25
10,0.1,0.5,0.6,2.5,0.4,10,80.0,1.018,1.304,0.0,20,0,25
10,0.1,0.5,0.6,2.5,0.4,15,80.0,1.018,1.304,16.0,20,4,25
10,0.1,0.5,0.6,2.5,0.4,20,80.0,1.018,1.304,20.0,20,5,25
10,0.1,0.5,0.6,2.5,0.5,10,80.0,1.018,1.304,20.0,20,5,25
10,0.1,0.5,0.6,2.5,0.5,15,80.0,1.018,1.304,40.0,20,10,25
10,0.1,0.5,0.6,2.5,0.5,20,80.0,1.018,1.304,44.0,20,11,25
10,0.1,0.5,0.6,2.5,0.6,10,80.0,1.018,1.304,40.0,20,10,25
10,0.1,0.5,0.6,2.5,0.6,15,80.0,1.018,1.304,52.0,20,13,25
10,0.1,0.5,0.6,2.5,0.6,20,80.0,1.018,1.304,56.0,20,14,25
10,0.1,0.5,0.6,2.5,0.7,10,80.0,1.018,1.304,48.0,20,12,25
10,0.1,0.5,0.6,2.5,0.7,15,80.0,1.018,1.304,60.0,20,15,25
10,0.1,0.5,0.6,2.5,0.7,20,80.0,1.018,1.304,64.0,20,16,25
10,0.1,0.5,0.6,3.0,0.4,10,80.0,1.018,1.304,0.0,20,0,25
10,0.1,0.5,0.6,3.0,0.4,15,80.0,1.018,1.304,12.0,20,3,25
10,0.1,0.5,0.6,3.0,0.4,20,80.0,1.018,1.304,16.0,20,4,25
10,0.1,0.5,0.6,3.0,0.5,10,80.0,1.018,1.304,20.0,20,5,25
10,0.1,0.5,0.6,3.0,0.5,15,80.0,1.018,1.304,36.0,20,9,25
10,0.1,0.5,0.6,3.0,0.5,20,80.0,1.018,1.304,40.0,20,10,25
10,0.1,0.5,0.6,3.0,0.6,10,80.0,1.018,1.304,28.0,20,7,25
10,0.1,0.5,0.6,3.0,0.6,15,80.0,1.018,1.304,44.0,20,11,25
10,0.1,0.5,0.6,3.0,0.6,20,80.0,1.018,1.304,48.0,20,12,25
10,0.1,0.5,0.6,3.0,0.7,10,80.0,1.018,1.304,36.0,20,9,25
10,0.1,0.5,0.6,3.0,0.7,15,80.0,1.018,1.304,52.0,20,13,25
10,0.1,0.5,0.6,3.0,0.7,20,80.0,1.018,1.304,56.0,20,14,25
10,0.1,0.5,0.6,3.5,0.4,10,80.0,1.018,1.304,0.0,20,0,25
10,0.1,0.5,0.6,3.5,0.4,15,80.0,1.018,1.304,8.0,20,2,25
10,0.1,0.5,0.6,3.5,0.4,20,80.0,1.018,1.304,12.0,20,3,25
10,0.1,0.5,0.6,3.5,0.5,10,80.0,1.018,1.304,12.0,20,3,25
10,0.1,0.5,0.6,3.5,0.5,15,80.0,1.018,1.304,32.0,20,8,25
10,0.1,0.5,0.6,3.5,0.5,20,80.0,1.018,1.304,36.0,20,9,25
10,0.1,0.5,0.6,3.5,0.6,10,80.0,1.018,1.304,20.0,20,5,25
10,0.1,0.5,0.6,3.5,0.6,15,80.0,1.018,1.304,40.0,20,10,25
10,0.1,0.5,0.6,3.5,0.6,20,80.0,1.018,1.304,44.0,20,11,25
10,0.1,0.5,0.6,3.5,0.7,10,80.0,1.018,1.304,24.0,20,6,25
10,0.1,0.5,0.6,3.5,0.7,15,80.0,1.018,1.304,44.0,20,11,25
10,0.1,0.5,0.6,3.5,0.7,20,80.0,1.018,1.304,48.0,20,12,25
10,0.1,0.5,0.6,4.0,0.4,10,80.0,1.018,1.304,0.0,20,0,25
10,0.1,0.5,0.6,4.0,0.4,15,80.0,1.018,1.304,8.0,20,2,25
10,0.1,0.5,0.6,4.0,0.4,20,80.0,1.018,1.304,12.0,20,3,25
10,0.1,0.5,0.6,4.0,0.5,10,80.0,1.018,1.304,8.0,20,2,25
10,0.1,0.5,0.6,4.0,0.5,15,80.0,1.018,1.304,28.0,20,7,25
10,0.1,0.5,0.6,4.0,0.5,20,80.0,1.018,1.304,32.0,20,8,25
10,0.1,0.5,0.6,4.0,0.6,10,80.0,1.018,1.304,16.0,20,4,25
10,0.1,0.5,0.6,4.0,0.6,15,80.0,1.018,1.304,36.0,20,9,25
10,0.1,0.5,0.6,4.0,0.6,20,80.0,1.018,1.304,40.0,20,10,25
10,0.1,0.5,0.6,4.0,0.7,10,80.0,1.018,1.304,16.0,20,4,25
10,0.1,0.5,0.6,4.0,0.7,15,80.0,1.018,1.304,36.0,20,9,25
10,0.1,0.5,0.6,4.0,0.7,20,80.0,1.018,1.304,40.0,20,10,25
10,0.1,0.5,0.7,2.0,0.4,10,76.0,1.024,1.339,4.0,19,1,25
10,0.1,0.5,0.7,2.0,0.4,15,76.0,1.024,1.339,28.0,19,7,25
10,0.1,0.5,0.7,2.0,0.4,20,76.0,1.024,1.339,32.0,19,8,25
10,0.1,0.5,0.7,2.0,0.5,10,76.0,1.024,1.339,32.0,19,8,25
10,0.1,0.5,0.7,2.0,0.5,15,76.0,1.024,1.339,44.0,19,11,25
10,0.1,0.5,0.7,2.0,0.5,20,76.0,1.024,1.339,48.0,19,12,25
10,0.1,0.5,0.7,2.0,0.6,10,76.0,1.024,1.339,52.0,19,13,25
10,0.1,0.5,0.7,2.0,0.6,15,76.0,1.024,1.339,56.0,19,14,25
10,0.1,0.5,0.7,2.0,0.6,20,76.0,1.024,1.339,60.0,19,15,25
10,0.1,0.5,0.7,2.0,0.7,10,76.0,1.024,1.339,60.0,19,15,25
10,0.1,0.5,0.7,2.0,0.7,15,76.0,1.024,1.339,64.0,19,16,25
10,0.1,0.5,0.7,2.0,0.7,20,76.0,1.024,1.339,68.0,19,17,25
10,0.1,0.5,0.7,2.5,0.4,10,76.0,1.024,1.339,0.0,19,0,25
10,0.1,0.5,0.7,2.5,0.4,15,76.0,1.024,1.339,16.0,19,4,25
10,0.1,0.5,0.7,2.5,0.4,20,76.0,1.024,1.339,20.0,19,5,25
10,0.1,0.5,0.7,2.5,0.5,10,76.0,1.024,1.339,20.0,19,5,25
10,0.1,0.5,0.7,2.5,0.5,15,76.0,1.024,1.339,40.0,19,10,25
10,0.1,0.5,0.7,2.5,0.5,20,76.0,1.024,1.339,44.0,19,11,25
10,0.1,0.5,0.7,2.5,0.6,10,76.0,1.024,1.339,40.0,19,10,25
10,0.1,0.5,0.7,2.5,0.6,15,76.0,1.024,1.339,52.0,19,13,25
10,0.1,0.5,0.7,2.5,0.6,20,76.0,1.024,1.339,56.0,19,14,25
10,0.1,0.5,0.7,2.5,0.7,10,76.0,1.024,1.339,48.0,19,12,25
10,0.1,0.5,0.7,2.5,0.7,15,76.0,1.024,1.339,60.0,19,15,25
10,0.1,0.5,0.7,2.5,0.7,20,76.0,1.024,1.339,64.0,19,16,25
10,0.1,0.5,0.7,3.0,0.4,10,76.0,1.024,1.339,0.0,19,0,25
10,0.1,0.5,0.7,3.0,0.4,15,76.0,1.024,1.339,12.0,19,3,25
10,0.1,0.5,0.7,3.0,0.4,20,76.0,1.024,1.339,16.0,19,4,25
10,0.1,0.5,0.7,3.0,0.5,10,76.0,1.024,1.339,20.0,19,5,25
10,0.1,0.5,0.7,3.0,0.5,15,76.0,1.024,1.339,36.0,19,9,25
10,0.1,0.5,0.7,3.0,0.5,20,76.0,1.024,1.339,40.0,19,10,25
10,0.1,0.5,0.7,3.0,0.6,10,76.0,1.024,1.339,28.0,19,7,25
10,0.1,0.5,0.7,3.0,0.6,15,76.0,1.024,1.339,44.0,19,11,25
10,0.1,0.5,0.7,3.0,0.6,20,76.0,1.024,1.339,48.0,19,12,25
10,0.1,0.5,0.7,3.0,0.7,10,76.0,1.024,1.339,36.0,19,9,25
10,0.1,0.5,0.7,3.0,0.7,15,76.0,1.024,1.339,52.0,19,13,25
10,0.1,0.5,0.7,3.0,0.7,20,76.0,1.024,1.339,56.0,19,14,25
10,0.1,0.5,0.7,3.5,0.4,10,76.0,1.024,1.339,0.0,19,0,25
10,0.1,0.5,0.7,3.5,0.4,15,76.0,1.024,1.339,8.0,19,2,25
10,0.1,0.5,0.7,3.5,0.4,20,76.0,1.024,1.339,12.0,19,3,25
10,0.1,0.5,0.7,3.5,0.5,10,76.0,1.024,1.339,12.0,19,3,25
10,0.1,0.5,0.7,3.5,0.5,15,76.0,1.024,1.339,32.0,19,8,25
10,0.1,0.5,0.7,3.5,0.5,20,76.0,1.024,1.339,36.0,19,9,25
10,0.1,0.5,0.7,3.5,0.6,10,76.0,1.024,1.339,20.0,19,5,25
10,0.1,0.5,0.7,3.5,0.6,15,76.0,1.024,1.339,40.0,19,10,25
10,0.1,0.5,0.7,3.5,0.6,20,76.0,1.024,1.339,44.0,19,11,25
10,0.1,0.5,0.7,3.5,0.7,10,76.0,1.024,1.339,24.0,19,6,25
10,0.1,0.5,0.7,3.5,0.7,15,76.0,1.024,1.339,44.0,19,11,25
10,0.1,0.5,0.7,3.5,0.7,20,76.0,1.024,1.339,48.0,19,12,25
10,0.1,0.5,0.7,4.0,0.4,10,76.0,1.024,1.339,0.0,19,0,25
10,0.1,0.5,0.7,4.0,0.4,15,76.0,1.024,1.339,8.0,19,2,25
10,0.1,0.5,0.7,4.0,0.4,20,76.0,1.024,1.339,12.0,19,3,25
10,0.1,0.5,0.7,4.0,0.5,10,76.0,1.024,1.339,8.0,19,2,25
10,0.1,0.5,0.7,4.0,0.5,15,76.0,1.024,1.339,28.0,19,7,25
10,0.1,0.5,0.7,4.0,0.5,20,76.0,1.024,1.339,32.0,19,8,25
10,0.1,0.5,0.7,4.0,0.6,10,76.0,1.024,1.339,16.0,19,4,25
10,0.1,0.5,0.7,4.0,0.6,15,76.0,1.024,1.339,36.0,19,9,25
10,0.1,0.5,0.7,4.0,0.6,20,76.0,1.024,1.339,40.0,19,10,25
10,0.1,0.5,0.7,4.0,0.7,10,76.0,1.024,1.339,16.0,19,4,25
10,0.1,0.5,0.7,4.0,0.7,15,76.0,1.024,1.339,36.0,19,9,25
10,0.1,0.5,0.7,4.0,0.7,20,76.0,1.024,1.339,40.0,19,10,25
10,0.1,0.6,0.4,2.0,0.4,10,80.0,1.005,1.252,4.0,20,1,25
10,0.1,0.6,0.4,2.0,0.4,15,80.0,1.005,1.252,28.0,20,7,25
10,0.1,0.6,0.4,2.0,0.4,20,80.0,1.005,1.252,32.0,20,8,25
10,0.1,0.6,0.4,2.0,0.5,10,80.0,1.005,1.252,32.0,20,8,25
10,0.1,0.6,0.4,2.0,0.5,15,80.0,1.005,1.252,44.0,20,11,25
10,0.1,0.6,0.4,2.0,0.5,20,80.0,1.005,1.252,48.0,20,12,25
10,0.1,0.6,0.4,2.0,0.6,10,80.0,1.005,1.252,52.0,20,13,25
10,0.1,0.6,0.4,2.0,0.6,15,80.0,1.005,1.252,56.0,20,14,25
10,0.1,0.6,0.4,2.0,0.6,20,80.0,1.005,1.252,60.0,20,15,25
10,0.1,0.6,0.4,2.0,0.7,10,80.0,1.005,1.252,60.0,20,15,25
10,0.1,0.6,0.4,2.0,0.7,15,80.0,1.005,1.252,64.0,20,16,25
10,0.1,0.6,0.4,2.0,0.7,20,80.0,1.005,1.252,68.0,20,17,25
10,0.1,0.6,0.4,2.5,0.4,10,80.0,1.005,1.252,0.0,20,0,25
10,0.1,0.6,0.4,2.5,0.4,15,80.0,1.005,1.252,16.0,20,4,25
10,0.1,0.6,0.4,2.5,0.4,20,80.0,1.005,1.252,20.0,20,5,25
10,0.1,0.6,0.4,2.5,0.5,10,80.0,1.005,1.252,20.0,20,5,25
10,0.1,0.6,0.4,2.5,0.5,15,80.0,1.005,1.252,40.0,20,10,25
10,0.1,0.6,0.4,2.5,0.5,20,80.0,1.005,1.252,44.0,20,11,25
10,0.1,0.6,0.4,2.5,0.6,10,80.0,1.005,1.252,40.0,20,10,25
10,0.1,0.6,0.4,2.5,0.6,15,80.0,1.005,1.252,52.0,20,13,25
10,0.1,0.6,0.4,2.5,0.6,20,80.0,1.005,1.252,56.0,20,14,25
10,0.1,0.6,0.4,2.5,0.7,10,80.0,1.005,1.252,48.0,20,12,25
10,0.1,0.6,0.4,2.5,0.7,15,80.0,1.005,1.252,60.0,20,15,25
10,0.1,0.6,0.4,2.5,0.7,20,80.0,1.005,1.252,64.0,20,16,25
10,0.1,0.6,0.4,3.0,0.4,10,80.0,1.005,1.252,0.0,20,0,25
10,0.1,0.6,0.4,3.0,0.4,15,80.0,1.005,1.252,12.0,20,3,25
10,0.1,0.6,0.4,3.0,0.4,20,80.0,1.005,1.252,16.0,20,4,25
10,0.1,0.6,0.4,3.0,0.5,10,80.0,1.005,1.252,20.0,20,5,25
10,0.1,0.6,0.4,3.0,0.5,15,80.0,1.005,1.252,36.0,20,9,25
10,0.1,0.6,0.4,3.0,0.5,20,80.0,1.005,1.252,40.0,20,10,25
10,0.1,0.6,0.4,3.0,0.6,10,80.0,1.005,1.252,28.0,20,7,25
10,0.1,0.6,0.4,3.0,0.6,15,80.0,1.005,1.252,44.0,20,11,25
10,0.1,0.6,0.4,3.0,0.6,20,80.0,1.005,1.252,48.0,20,12,25
10,0.1,0.6,0.4,3.0,0.7,10,80.0,1.005,1.252,36.0,20,9,25
10,0.1,0.6,0.4,3.0,0.7,15,80.0,1.005,1.252,52.0,20,13,25
10,0.1,0.6,0.4,3.0,0.7,20,80.0,1.005,1.252,56.0,20,14,25
10,0.1,0.6,0.4,3.5,0.4,10,80.0,1.005,1.252,0.0,20,0,25
10,0.1,0.6,0.4,3.5,0.4,15,80.0,1.005,1.252,8.0,20,2,25
10,0.1,0.6,0.4,3.5,0.4,20,80.0,1.005,1.252,12.0,20,3,25
10,0.1,0.6,0.4,3.5,0.5,10,80.0,1.005,1.252,12.0,20,3,25
10,0.1,0.6,0.4,3.5,0.5,15,80.0,1.005,1.252,32.0,20,8,25
10,0.1,0.6,0.4,3.5,0.5,20,80.0,1.005,1.252,36.0,20,9,25
10,0.1,0.6,0.4,3.5,0.6,10,80.0,1.005,1.252,20.0,20,5,25
10,0.1,0.6,0.4,3.5,0.6,15,80.0,1.005,1.252,40.0,20,10,25
10,0.1,0.6,0.4,3.5,0.6,20,80.0,1.005,1.252,44.0,20,11,25
10,0.1,0.6,0.4,3.5,0.7,10,80.0,1.005,1.252,24.0,20,6,25
10,0.1,0.6,0.4,3.5,0.7,15,80.0,1.005,1.252,44.0,20,11,25
10,0.1,0.6,0.4,3.5,0.7,20,80.0,1.005,1.252,48.0,20,12,25
10,0.1,0.6,0.4,4.0,0.4,10,80.0,1.005,1.252,0.0,20,0,25
10,0.1,0.6,0.4,4.0,0.4,15,80.0,1.005,1.252,8.0,20,2,25
10,0.1,0.6,0.4,4.0,0.4,20,80.0,1.005,1.252,12.0,20,3,25
10,0.1,0.6,0.4,4.0,0.5,10,80.0,1.005,1.252,8.0,20,2,25
10,0.1,0.6,0.4,4.0,0.5,15,80.0,1.005,1.252,28.0,20,7,25
10,0.1,0.6,0.4,4.0,0.5,20,80.0,1.005,1.252,32.0,20,8,25
10,0.1,0.6,0.4,4.0,0.6,10,80.0,1.005,1.252,16.0,20,4,25
10,0.1,0.6,0.4,4.0,0.6,15,80.0,1.005,1.252,36.0,20,9,25
10,0.1,0.6,0.4,4.0,0.6,20,80.0,1.005,1.252,40.0,20,10,25
10,0.1,0.6,0.4,4.0,0.7,10,80.0,1.005,1.252,16.0,20,4,25
10,0.1,0.6,0.4,4.0,0.7,15,80.0,1.005,1.252,36.0,20,9,25
10,0.1,0.6,0.4,4.0,0.7,20,80.0,1.005,1.252,40.0,20,10,25
10,0.1,0.6,0.5,2.0,0.4,10,80.0,1.011,1.274,4.0,20,1,25
10,0.1,0.6,0.5,2.0,0.4,15,80.0,1.011,1.274,28.0,20,7,25
10,0.1,0.6,0.5,2.0,0.4,20,80.0,1.011,1.274,32.0,20,8,25
10,0.1,0.6,0.5,2.0,0.5,10,80.0,1.011,1.274,32.0,20,8,25
10,0.1,0.6,0.5,2.0,0.5,15,80.0,1.011,1.274,44.0,20,11,25
10,0.1,0.6,0.5,2.0,0.5,20,80.0,1.011,1.274,48.0,20,12,25
10,0.1,0.6,0.5,2.0,0.6,10,80.0,1.011,1.274,52.0,20,13,25
10,0.1,0.6,0.5,2.0,0.6,15,80.0,1.011,1.274,56.0,20,14,25
10,0.1,0.6,0.5,2.0,0.6,20,80.0,1.011,1.274,60.0,20,15,25
10,0.1,0.6,0.5,2.0,0.7,10,80.0,1.011,1.274,60.0,20,15,25
10,0.1,0.6,0.5,2.0,0.7,15,80.0,1.011,1.274,64.0,20,16,25
10,0.1,0.6,0.5,2.0,0.7,20,80.0,1.011,1.274,68.0,20,17,25
10,0.1,0.6,0.5,2.5,0.4,10,80.0,1.011,1.274,0.0,20,0,25
10,0.1,0.6,0.5,2.5,0.4,15,80.0,1.011,1.274,16.0,20,4,25
10,0.1,0.6,0.5,2.5,0.4,20,80.0,1.011,1.274,20.0,20,5,25
10,0.1,0.6,0.5,2.5,0.5,10,80.0,1.011,1.274,20.0,20,5,25
10,0.1,0.6,0.5,2.5,0.5,15,80.0,1.011,1.274,40.0,20,10,25
10,0.1,0.6,0.5,2.5,0.5,20,80.0,1.011,1.274,44.0,20,11,25
10,0.1,0.6,0.5,2.5,0.6,10,80.0,1.011,1.274,40.0,20,10,25
10,0.1,0.6,0.5,2.5,0.6,15,80.0,1.011,1.274,52.0,20,13,25
10,0.1,0.6,0.5,2.5,0.6,20,80.0,1.011,1.274,56.0,20,14,25
10,0.1,0.6,0.5,2.5,0.7,10,80.0,1.011,1.274,48.0,20,12,25
10,0.1,0.6,0.5,2.5,0.7,15,80.0,1.011,1.274,60.0,20,15,25
10,0.1,0.6,0.5,2.5,0.7,20,80.0,1.011,1.274,64.0,20,16,25
10,0.1,0.6,0.5,3.0,0.4,10,80.0,1.011,1.274,0.0,20,0,25
10,0.1,0.6,0.5,3.0,0.4,15,80.0,1.011,1.274,12.0,20,3,25
10,0.1,0.6,0.5,3.0,0.4,20,80.0,1.011,1.274,16.0,20,4,25
10,0.1,0.6,0.5,3.0,0.5,10,80.0,1.011,1.274,20.0,20,5,25
10,0.1,0.6,0.5,3.0,0.5,15,80.0,1.011,1.274,36.0,20,9,25
10,0.1,0.6,0.5,3.0,0.5,20,80.0,1.011,1.274,40.0,20,10,25
10,0.1,0.6,0.5,3.0,0.6,10,80.0,1.011,1.274,28.0,20,7,25
10,0.1,0.6,0.5,3.0,0.6,15,80.0,1.011,1.274,44.0,20,11,25
10,0.1,0.6,0.5,3.0,0.6,20,80.0,1.011,1.274,48.0,20,12,25
10,0.1,0.6,0.5,3.0,0.7,10,80.0,1.011,1.274,36.0,20,9,25
10,0.1,0.6,0.5,3.0,0.7,15,80.0,1.011,1.274,52.0,20,13,25
10,0.1,0.6,0.5,3.0,0.7,20,80.0,1.011,1.274,56.0,20,14,25
10,0.1,0.6,0.5,3.5,0.4,10,80.0,1.011,1.274,0.0,20,0,25
10,0.1,0.6,0.5,3.5,0.4,15,80.0,1.011,1.274,8.0,20,2,25
10,0.1,0.6,0.5,3.5,0.4,20,80.0,1.011,1.274,12.0,20,3,25
10,0.1,0.6,0.5,3.5,0.5,10,80.0,1.011,1.274,12.0,20,3,25
10,0.1,0.6,0.5,3.5,0.5,15,80.0,1.011,1.274,32.0,20,8,25
10,0.1,0.6,0.5,3.5,0.5,20,80.0,1.011,1.274,36.0,20,9,25
10,0.1,0.6,0.5,3.5,0.6,10,80.0,1.011,1.274,20.0,20,5,25
10,0.1,0.6,0.5,3.5,0.6,15,80.0,1.011,1.274,40.0,20,10,25
10,0.1,0.6,0.5,3.5,0.6,20,80.0,1.011,1.274,44.0,20,11,25
10,0.1,0.6,0.5,3.5,0.7,10,80.0,1.011,1.274,24.0,20,6,25
10,0.1,0.6,0.5,3.5,0.7,15,80.0,1.011,1.274,44.0,20,11,25
10,0.1,0.6,0.5,3.5,0.7,20,80.0,1.011,1.274,48.0,20,12,25
10,0.1,0.6,0.5,4.0,0.4,10,80.0,1.011,1.274,0.0,20,0,25
10,0.1,0.6,0.5,4.0,0.4,15,80.0,1.011,1.274,8.0,20,2,25
10,0.1,0.6,0.5,4.0,0.4,20,80.0,1.011,1.274,12.0,20,3,25
10,0.1,0.6,0.5,4.0,0.5,10,80.0,1.011,1.274,8.0,20,2,25
10,0.1,0.6,0.5,4.0,0.5,15,80.0,1.011,1.274,28.0,20,7,25
10,0.1,0.6,0.5,4.0,0.5,20,80.0,1.011,1.274,32.0,20,8,25
10,0.1,0.6,0.5,4.0,0.6,10,80.0,1.011,1.274,16.0,20,4,25
10,0.1,0.6,0.5,4.0,0.6,15,80.0,1.011,1.274,36.0,20,9,25
10,0.1,0.6,0.5,4.0,0.6,20,80.0,1.011,1.274,40.0,20,10,25
10,0.1,0.6,0.5,4.0,0.7,10,80.0,1.011,1.274,16.0,20,4,25
10,0.1,0.6,0.5,4.0,0.7,15,80.0,1.011,1.274,36.0,20,9,25
10,0.1,0.6,0.5,4.0,0.7,20,80.0,1.011,1.274,40.0,20,10,25
10,0.1,0.6,0.6,2.0,0.4,10,80.0,1.018,1.304,4.0,20,1,25
10,0.1,0.6,0.6,2.0,0.4,15,80.0,1.018,1.304,28.0,20,7,25
10,0.1,0.6,0.6,2.0,0.4,20,80.0,1.018,1.304,32.0,20,8,25
10,0.1,0.6,0.6,2.0,0.5,10,80.0,1.018,1.304,32.0,20,8,25
10,0.1,0.6,0.6,2.0,0.5,15,80.0,1.018,1.304,44.0,20,11,25
10,0.1,0.6,0.6,2.0,0.5,20,80.0,1.018,1.304,48.0,20,12,25
10,0.1,0.6,0.6,2.0,0.6,10,80.0,1.018,1.304,52.0,20,13,25
10,0.1,0.6,0.6,2.0,0.6,15,80.0,1.018,1.304,56.0,20,14,25
10,0.1,0.6,0.6,2.0,0.6,20,80.0,1.018,1.304,60.0,20,15,25
10,0.1,0.6,0.6,2.0,0.7,10,80.0,1.018,1.304,60.0,20,15,25
10,0.1,0.6,0.6,2.0,0.7,15,80.0,1.018,1.304,64.0,20,16,25
10,0.1,0.6,0.6,2.0,0.7,20,80.0,1.018,1.304,68.0,20,17,25
10,0.1,0.6,0.6,2.5,0.4,10,80.0,1.018,1.304,0.0,20,0,25
10,0.1,0.6,0.6,2.5,0.4,15,80.0,1.018,1.304,16.0,20,4,25
10,0.1,0.6,0.6,2.5,0.4,20,80.0,1.018,1.304,20.0,20,5,25
10,0.1,0.6,0.6,2.5,0.5,10,80.0,1.018,1.304,20.0,20,5,25
10,0.1,0.6,0.6,2.5,0.5,15,80.0,1.018,1.304,40.0,20,10,25
10,0.1,0.6,0.6,2.5,0.5,20,80.0,1.018,1.304,44.0,20,11,25
10,0.1,0.6,0.6,2.5,0.6,10,80.0,1.018,1.304,40.0,20,10,25
10,0.1,0.6,0.6,2.5,0.6,15,80.0,1.018,1.304,52.0,20,13,25
10,0.1,0.6,0.6,2.5,0.6,20,80.0,1.018,1.304,56.0,20,14,25
10,0.1,0.6,0.6,2.5,0.7,10,80.0,1.018,1.304,48.0,20,12,25
10,0.1,0.6,0.6,2.5,0.7,15,80.0,1.018,1.304,60.0,20,15,25
10,0.1,0.6,0.6,2.5,0.7,20,80.0,1.018,1.304,64.0,20,16,25
10,0.1,0.6,0.6,3.0,0.4,10,80.0,1.018,1.304,0.0,20,0,25
10,0.1,0.6,0.6,3.0,0.4,15,80.0,1.018,1.304,12.0,20,3,25
10,0.1,0.6,0.6,3.0,0.4,20,80.0,1.018,1.304,16.0,20,4,25
10,0.1,0.6,0.6,3.0,0.5,10,80.0,1.018,1.304,20.0,20,5,25
10,0.1,0.6,0.6,3.0,0.5,15,80.0,1.018,1.304,36.0,20,9,25
10,0.1,0.6,0.6,3.0,0.5,20,80.0,1.018,1.304,40.0,20,10,25
10,0.1,0.6,0.6,3.0,0.6,10,80.0,1.018,1.304,28.0,20,7,25
10,0.1,0.6,0.6,3.0,0.6,15,80.0,1.018,1.304,44.0,20,11,25
10,0.1,0.6,0.6,3.0,0.6,20,80.0,1.018,1.304,48.0,20,12,25
10,0.1,0.6,0.6,3.0,0.7,10,80.0,1.018,1.304,36.0,20,9,25
10,0.1,0.6,0.6,3.0,0.7,15,80.0,1.018,1.304,52.0,20,13,25
10,0.1,0.6,0.6,3.0,0.7,20,80.0,1.018,1.304,56.0,20,14,25
10,0.1,0.6,0.6,3.5,0.4,10,80.0,1.018,1.304,0.0,20,0,25
10,0.1,0.6,0.6,3.5,0.4,15,80.0,1.018,1.304,8.0,20,2,25
10,0.1,0.6,0.6,3.5,0.4,20,80.0,1.018,1.304,12.0,20,3,25
10,0.1,0.6,0.6,3.5,0.5,10,80.0,1.018,1.304,12.0,20,3,25
